time_s,motorvelocity_rads
2.5,5.575023123787435
2.5083333333333333,-0.6748930973105525
2.5166666666666666,4.714155035763921
2.525,4.148121882494837
2.533333333333333,2.7335709502571266
2.5416666666666665,7.523810906431825
2.55,2.730540722560028
2.558333333333333,7.521313037327209
2.566666666666667,5.489835759437089
2.575,9.795847663795936
2.5833333333333335,2.8044055786889217
2.591666666666667,3.0167965880150938
2.6,-2.783683480433538
2.6083333333333334,-7.565119531853487
2.6166666666666667,-11.506539973615814
2.625,-4.214558839546052
2.6333333333333333,-4.522881548268773
2.6416666666666666,1.5421915969204676
2.65,-3.9992258808592656
2.658333333333333,-2.6554474934564922
2.6666666666666665,-0.8672660524736484
2.675,-5.660791291083776
2.683333333333333,-1.4837883684853823
2.691666666666667,-3.815297438689852
2.7,1.4988901239872958
2.7083333333333335,-0.11807850551469579
2.716666666666667,-2.3644090746331194
2.725,3.3214577920716906
2.7333333333333334,-1.6422887550015783
2.7416666666666667,-2.1230052717879926
2.75,1.4694141428257348
2.7583333333333333,3.3702065438451463
2.7666666666666666,0.21562564449867283
2.775,0.5342905032111569
2.783333333333333,-3.162358230182977
2.7916666666666665,2.6636945010124693
2.8,-3.074751638362323
2.808333333333333,2.2499357873014185
2.816666666666667,-3.415820102865519
2.825,-4.747482908936044
2.8333333333333335,-0.33249636329756527
2.841666666666667,-3.629325314748278
2.85,2.2787654560680632
2.8583333333333334,4.022652660385279
2.8666666666666667,-1.7447296591195798
2.875,3.8322702528843937
2.8833333333333333,-2.109487765040466
2.8916666666666666,3.5315938369469384
2.9,-2.3593272036826614
2.908333333333333,3.3256468661973573
2.9166666666666665,8.011869325088067
2.925,3.198265602387025
2.933333333333333,2.8872938999880158
2.941666666666667,-2.1376313513798704
2.95,3.2219619565034656
2.9583333333333335,2.987410924241494
2.966666666666667,7.733055587661282
2.975,9.350846628131936
2.9833333333333334,2.437583527800961
2.9916666666666667,7.279823354401964
3.0,2.6464085007225115
3.0083333333333333,4.391113701070769
3.0166666666666666,-1.6508101125563703
3.025,3.9096897596443663
3.033333333333333,-2.0476561946718705
3.0416666666666665,-5.852677452474232
3.05,0.4460178315826022
3.058333333333333,2.3252373041328855
3.066666666666667,1.3081506114037769
3.075,-3.0175935741651942
3.0833333333333335,-7.757935668063173
3.091666666666667,-1.1245194708095907
3.1,3.604141192237007
3.1083333333333334,-2.2995251638642786
3.1166666666666667,2.2524082599339152
3.125,-3.413782000908152
3.1333333333333333,-6.325206041041128
3.1416666666666666,-5.896407686312825
3.15,0.40997024342688704
3.158333333333333,-4.932535526595124
3.1666666666666665,-9.336455442233147
3.175,-2.6128483018631092
3.183333333333333,-7.024610522934958
3.191666666666667,-0.520026869343484
3.2,4.84181394620083
3.2083333333333335,1.9163149066954137
3.216666666666667,0.8316743947393328
3.225,-4.584917500444735
3.2333333333333334,-3.1311903205730145
3.2416666666666667,-7.851575431011902
3.25,-11.742670526124426
3.2583333333333333,-6.516095941306512
3.2666666666666666,-8.779620530833277
3.275,-1.9667119752906155
3.283333333333333,-1.9712339691661158
3.2916666666666665,-3.1103512485394393
3.3,2.7065647555468413
3.308333333333333,0.7992991652036576
3.316666666666667,-0.7786557130211658
3.325,1.0222567159517773
3.3333333333333335,1.7539682057082175
3.341666666666667,-3.82465475913209
3.35,-3.120087832753821
3.3583333333333334,1.1372040861968444
3.3666666666666667,-4.333064091024285
3.375,1.6986614102027326
3.3833333333333333,-3.870245107309799
3.3916666666666666,-5.898970508893518
3.4,0.40785766444443894
3.408333333333333,3.024752459103982
3.4166666666666665,-2.7771253182821374
3.425,2.9812486536722504
3.433333333333333,2.9730469210090145
3.441666666666667,0.7722037448387606
3.45,5.712558674137992
3.4583333333333335,-0.5615201642019443
3.466666666666667,4.807610305538808
3.475,-1.3074847573448487
3.4833333333333334,4.192698788449456
3.4916666666666667,-1.4524872759284415
3.5,2.328019792643936
3.5083333333333333,-3.3514541066413757
3.5166666666666666,0.7649251347075929
3.525,-4.6399400700519315
3.533333333333333,-1.6055719252814264
3.5416666666666665,-3.780657170740582
3.55,2.154019989584041
3.558333333333333,-3.4948851539810595
3.566666666666667,-8.15137537302558
3.575,-3.3257223963030995
3.5833333333333335,-8.011931585860676
3.591666666666667,-1.9521514454852316
3.6,0.013107836203200662
3.6083333333333334,-3.134562953242667
3.6166666666666667,2.686606628569722
3.625,-3.0558647753054373
3.6333333333333333,-4.40080269655139
3.6416666666666666,-8.898138873036718
3.65,-10.14357160267658
3.658333333333333,-9.665761327870442
3.6666666666666665,-6.424746392097113
3.675,-0.025548490434256443
3.683333333333333,-1.1856174432245068
3.691666666666667,-2.7065757801594454
3.7,-3.2479819912869226
3.7083333333333335,-5.37618161528785
3.716666666666667,0.8388015921315555
3.725,-4.579042428355077
3.7333333333333334,1.0058131413563522
3.7416666666666667,-4.4413719195276045
3.75,-8.931580785262518
3.7583333333333333,-10.655231822012347
3.7666666666666666,-3.512810805088421
3.775,2.3748103817340454
3.783333333333333,3.903009307923176
3.7916666666666665,-0.702056791951235
3.8,4.691763532420739
3.808333333333333,-1.4029792562295844
3.816666666666667,-6.410440884328643
3.825,-2.7781897327166063
3.8333333333333335,-1.0130491460062885
3.841666666666667,-4.419602343124481
3.85,-1.9153453570151182
3.8583333333333334,-6.849333397061091
3.8666666666666667,-10.91650508174207
3.875,-8.64038462674152
3.8833333333333333,-8.680247901878309
3.8916666666666666,-1.8847973983930615
3.9,-0.39682050210350983
3.908333333333333,-5.597587093208428
3.9166666666666665,0.6562932270274828
3.925,-4.729487230560514
3.933333333333333,-0.2628972069179465
3.941666666666667,-0.8150874149540497
3.95,-3.0805402170098573
3.9583333333333335,2.7311385044785723
3.966666666666667,7.521805799302507
3.975,0.9298735356480083
3.9833333333333334,4.96853593767903
3.9916666666666667,2.681863686313677
4.0,-2.945461926662335
4.008333333333334,2.842485875663411
4.016666666666667,-0.3452765745784241
4.025,3.634445076081798
4.033333333333333,-2.274545148244248
4.041666666666667,-7.1454279980558715
4.05,-7.775620131353484
4.058333333333334,-1.9290623832468468
4.066666666666666,-6.860640579047529
4.075,-9.562541427430887
4.083333333333333,-2.61208721255146
4.091666666666667,1.8525540435292767
4.1,6.797573431252345
4.108333333333333,0.33287626760525235
4.116666666666666,5.5448767546670545
4.125,3.236373570914053
4.133333333333334,-2.6026823754032953
4.141666666666667,3.1250449888296905
4.15,7.846509727759978
4.158333333333333,1.197532600284613
4.166666666666667,6.191301580219729
4.175,-0.16688410589496439
4.183333333333334,5.1329156344275475
4.191666666666666,0.3400508348829181
4.2,5.550790874572642
4.208333333333333,6.835510872249313
4.216666666666667,0.36414875642358524
4.225,-0.7368058196438301
4.233333333333333,-5.877842871188461
4.241666666666666,0.42527354164980835
4.25,-3.9743067229104874
4.258333333333334,0.9303104076257958
4.266666666666667,-4.50361012891371
4.275,0.5710376422914045
4.283333333333333,-4.799764883725694
4.291666666666667,1.3139518742477865
4.3,-4.187367832124539
4.308333333333334,1.8187613565243446
4.316666666666666,6.769717534841525
4.325,10.850876349397623
4.333333333333333,14.215046152106366
4.341666666666667,6.447227331551074
4.35,9.356552736717173
4.358333333333333,5.956200359119473
4.366666666666666,2.6795231237211112
4.375,-3.061703830875646
4.383333333333334,2.7466656633822772
4.391666666666667,-2.83996365445278
4.4,2.9294499262510723
4.408333333333333,-1.2515603724666358
4.416666666666667,4.238798226229559
4.425,-1.566675303913322
4.433333333333334,-1.133028948777568
4.441666666666666,-0.45397222823915706
4.45,2.710577771706421
4.458333333333333,-3.0361049473886053
4.466666666666667,2.0737617722957515
4.475,5.35575641794236
4.483333333333333,-0.8556384355984115
4.491666666666666,4.565163527058193
4.5,2.972508063993154
4.508333333333334,6.5629131891915735
4.516666666666667,3.562775146769174
4.525,8.207338268375128
4.533333333333333,12.035931986598495
4.541666666666667,4.650945832749903
4.55,2.169353397192804
4.558333333333334,7.058716618160744
4.566666666666666,0.5481411135717824
4.575,-4.818638888390906
4.583333333333333,-9.242568473289412
4.591666666666667,-8.332330340980553
4.6,-2.150206758512846
4.608333333333333,-4.046224850905288
4.616666666666666,-4.139414949717073
4.625,-3.6221541366172447
4.633333333333334,2.2846767822414575
4.641666666666667,-2.3555012270265383
4.65,3.3288006849329808
4.658333333333333,-1.3419850175054577
4.666666666666667,4.164259627247508
4.675,-1.837809849507476
4.683333333333334,-2.940157544155505
4.691666666666666,-7.69410380911392
4.7,-1.0719017653770226
4.708333333333333,2.607049898320277
4.716666666666667,2.999919348325986
4.725,6.60671273934739
4.733333333333333,0.75426632990066
4.741666666666666,3.5131258057228107
4.75,-2.374550721262546
4.758333333333334,3.313097857334829
4.766666666666667,7.047009670341801
4.775,0.5384908739893604
4.783333333333333,5.714368431228653
4.791666666666667,7.562299926911042
4.8,0.9632535454633038
4.808333333333334,-3.3732978029806073
4.816666666666666,1.5045327771766068
4.825,-4.030268697359346
4.833333333333333,-8.026642056191818
4.841666666666667,-7.998873582688928
4.85,-1.3231287613426135
4.858333333333333,-1.7989929964870726
4.866666666666666,-6.753422133729157
4.875,-0.2964815893711794
4.883333333333334,-5.51487599187937
4.891666666666667,-9.816488760519414
4.9,-2.82142039174747
4.908333333333333,-3.2281581302000593
4.916666666666667,-3.819467972316236
4.925,-6.316709842607084
4.933333333333334,-8.936308460932588
4.941666666666666,-2.0958725463051433
4.95,-3.0021697973422983
4.958333333333333,-5.793526673767196
4.966666666666667,0.4947768416027909
4.975,-3.5951458919559123
4.983333333333333,2.3069401454778395
4.991666666666666,1.236507495122783
5.0,-4.25120657339396
5.008333333333334,1.7661379778762196
5.016666666666667,4.1643071938931016
5.025,-0.515096088949651
5.033333333333333,4.845878473767256
5.041666666666667,-1.2759396443490134
5.05,4.218701970728254
5.058333333333334,-1.7929320840861998
5.066666666666666,-2.837689639890524
5.075,-1.5007097338928377
5.083333333333333,-3.0247573358393813
5.091666666666667,1.3764271370400518
5.1,-4.135868392369241
5.108333333333333,-8.67974894352642
5.116666666666666,-10.753283279566745
5.125,-3.5936363175481603
5.133333333333334,2.3081845137732824
5.141666666666667,6.15969637965739
5.15,3.566990790594267
5.158333333333333,1.2492220538022538
5.166666666666667,2.8161649415450034
5.175,5.0071678879281425
5.183333333333334,-1.1429859904305841
5.191666666666666,-5.955625605492246
5.2,0.36115588835398427
5.208333333333333,-2.983175359215498
5.216666666666667,-2.1426239550528168
5.225,-7.036683076665159
5.233333333333333,-0.5299784842024469
5.241666666666666,-4.283432917261689
5.25,-8.801388933821244
5.258333333333334,-10.531198093591382
5.266666666666667,-5.117674808527363
5.275,-2.5861272749256368
5.283333333333333,-7.402270534520435
5.291666666666667,-5.444417979978023
5.3,-4.2620138884941605
5.308333333333334,-8.3182798377415
5.316666666666666,-2.4156367616649366
5.325,-3.000003549517233
5.333333333333333,-0.9129444108154687
5.341666666666667,-6.02303695856331
5.35,0.30558754400223886
5.358333333333333,5.5223821877875965
5.366666666666666,9.822676247641358
5.375,8.76240754937502
5.383333333333334,2.0351292824314218
5.391666666666667,5.578850722001709
5.4,-0.6717379418964988
5.408333333333333,4.7167558849465
5.416666666666667,-1.3823776277494737
5.425,4.130963299951731
5.433333333333334,0.7553260222124671
5.441666666666666,5.893109394510033
5.45,4.326876890019151
5.458333333333333,5.877488926018862
5.466666666666667,6.385066177316868
5.475,1.3772525649780967
5.483333333333333,1.6874094675208289
5.491666666666666,2.0027196726551875
5.5,-0.3702679395710824
5.508333333333334,-4.52499135846382
5.516666666666667,1.540452443883269
5.525,4.261248990951739
5.533333333333333,0.5853910952485681
5.541666666666667,5.753029094846507
5.55,6.641150635660286
5.558333333333334,3.574860800707245
5.566666666666666,4.949775828781087
5.575,0.016630707785880716
5.583333333333333,5.2841900696033735
5.591666666666667,1.7157842921507114
5.6,6.439757625089307
5.608333333333333,0.037922509439261454
5.616666666666666,5.301741269990894
5.625,-0.12413279634454533
5.633333333333334,5.168156278360052
5.641666666666667,1.6125992170850476
5.65,6.599774517311845
5.658333333333333,10.60659474409177
5.666666666666667,3.472718420482164
5.675,6.537235126096763
5.683333333333334,1.6951269342761623
5.691666666666666,6.667803542075743
5.7,6.338952899065146
5.708333333333333,-0.04517256984343376
5.716666666666667,-1.9494410736165702
5.725,3.6635230930178713
5.733333333333333,8.290386543106788
5.741666666666666,1.5634279369194566
5.75,6.5592417805549195
5.758333333333334,10.677377544536641
5.766666666666667,3.5310659072201167
5.775,0.024179972301950237
5.783333333333333,3.602261296296237
5.791666666666667,-2.3010747946048458
5.8,-0.5228098550230198
5.808333333333334,-0.48199221204422715
5.816666666666666,4.873166572098691
5.825,1.499089032249965
5.833333333333333,3.1590992832764995